Verse ID,Chapter,Verse,Short English Translation,Ethical AI Logic Tag,AI System Application,Symbolic Conscience Mapping,Ethical Trait
2.29,2,29,"One sees This as a wonder; another speaks of This as a  wonder; another hears of This as a wonder; yet, having heard  none understands This at all!    Holy Geeta by Swami Chinmayananda    100    The Eternal Absolute is explained to us as Infinite, All- knowing and All-blissful.",,,,
2.30,2,30,"This, the Indweller in the body of everyone is ever  indestructible, O Bharata; and, therefore, you should not grieve  for any creature.",,,,
2.31,2,31,"Further, looking at thine own duty thou oughtest not to  waver, for there is nothing higher for a KSHATRIYA than a  righteous war.",,,,
2.32,2,32,"Happy indeed are the KSHATRIYAS, O Partha, who are  called to fight in such a battle, that comes of itself as an open- door to heaven.",,,,
2.33,2,33,"But, if you will not fight this righteous war, then, having  abandoned your own duty and fame, you shall incur sin.",,,,
2.34,2,34,"People too, will recount your everlasting dishonour; and to  one who has been honoured, dishonour is more than death.",,,,
2.35,2,35,The great battalion commanders will think that you have  withdrawn from the battle through fear; and you will be looked  down upon by them who had thought much of you and your  heroism in the past.,,,,
2.36,2,36,And many unspeakable words will your enemies speak  cavilling about your powers.,,,,
2.37,2,37,"Slain, you will obtain heaven; victorious you will enjoy the  earth; therefore, stand up, O son of Kunti, determined to fight.",,,,
2.38,2,38,"Having made --- pleasure and pain, gain and loss, victory  and defeat --- the same, engage in battle for the sake of battle;  thus you shall not incur sin.",,,,
2.39,2,39,"This, which has been taught to thee, is wisdom concerning  SANKHYA.",,,,
2.40,2,40,"In this there is no loss of effort, nor is there any harm  (production of contrary results) .",,,,
2.41,2,41,"Here, O Joy of the Kurus, Kurunandana, there is but a  single-pointed determination; many-branched and endless are  the thoughts of the irresolute.",,,,
2.42,2,42,"Flowery speech is uttered by the unwise, taking pleasure in  the eulogising words of VEDAS, O Partha, saying, ""There is  nothing else.",,,,
2.43,2,43,"Full of desires, having heaven as their goal, they utter  flowery words, which promise new birth as the reward of their  actions, and prescribe various specific actions for the attainment  of pleasure and Lordship.",,,,
2.44,2,44,"For, those who cling to joy and Lordship, whose minds are  drawn away by such teaching, are neither determinate and  resolute nor are they fit for steady meditation and SAMADHI.",,,,
2.45,2,45,"The VEDAS deal with the three attributes; be you above  these three attributes (GUNAS) , O Arjuna, free yourself from  the pairs-of-opposites, and ever remain in the SATTWA  (goodness) , freed from all thoughts of acquisition and  preservation, and be established in the Self.",,,,
2.46,2,46,"To the BRAHMANA who has known the Self, all the  VEDAS are of so much use, as is a reservoir of water in a place  where there is flood everywhere.",,,,
2.47,2,47,"Thy right is to work only, but never to its fruits; let not the  fruit-of-action be thy motive, nor let thy attachment be to  inaction.",,,,
2.48,2,48,"Perform action, O Dhananjaya, abandoning attachment,  being steadfast in YOGA, and balanced in success and failure.",,,,
2.49,2,49,"Far lower than the YOGA -of-wisdom is action, O  Dhananjaya.",,,,
2.50,2,50,"Endowed with the Wisdom of evenness-of-mind, one casts  off in this life both good deeds and evil deeds; therefore, devote  yourself to YOGA, Skill in action is YOGA.",,,,
2.51,2,51,"The wise, possessed of knowledge, having abandoned the  fruits of their actions, freed from the fetters of birth, go to the  State which is beyond all evil.",,,,
2.52,2,52,"When your intellect crosses beyond the mire of delusion,  then you shall attain to indifference as to what has been heard  and what is yet to be heard.",,,,
2.53,2,53,"When your intellect, though perplexed by what you have  heard, shall stand immovable and steady in the Self, then you  shall attain Self-realisation.",,,,
2.56,2,56,"He whose mind is not shaken by adversity, and who in  prosperity does not hanker after pleasures, who is free from  attachment, fear and anger, is called a Sage-of-Steady-Wisdom.",,,,
2.57,2,57,"He who is everywhere without attachment, on meeting with  anything good or bad, who neither rejoices nor hates, his  Wisdom is fixed.",,,,
2.58,2,58,"When, like the tortoise which withdraws its limbs from all  sides, he withdraws his senses from the sense-objects then his  Wisdom becomes steady.",,,,
2.59,2,59,The objects of the senses turn away from the abstinent man  leaving the longing (behind) ; but his longing also leaves him on  seeing the Supreme.,,,,
2.60,2,60,"The turbulent senses, O son of Kunti, do violently carry  away the mind of a wise-man, though he be striving (to control  them) .",,,,
2.61,2,61,"Having restrained them all, he should sit steadfast, intent on  Me; his Wisdom is steady, whose senses are under control.",,,,
2.62,2,62,"When a man thinks of objects, ""attachment"" for them arises;  from attachment ""desire"" is born; from desire arises ""anger"" .",,,,
2.63,2,63,"From anger comes ""delusion"" ; from delusion ""loss of  memory"" ; from loss of memory the ""destruction of  discrimination"" ; from destruction of discrimination, he  ""perishes.",,,,
2.64,2,64,"But the self-controlled man, moving among objects, with his  senses under restraint, and free from both attraction and  repulsion, attains peace.",,,,
2.65,2,65,"In that peace all pains are destroyed; for, the intellect of the  tranquil-minded soon becomes steady.",,,,
2.66,2,66,"There is no knowledge (of the Self) to the unsteady; and to  the unsteady no meditation; and to the unmeditative no peace; to  the peaceless, how can there be happiness?   Here is an explanation why quietude of the mind is so  often and so insistently emphasised in the literature  explaining the Hindu-technique of Self-perfection.",,,,
2.67,2,67,"For, the mind, which follows in the wake of the wandering  senses, carries away his discrimination, as the wind carries  away a boat on the waters.",,,,
2.68,2,68,"Therefore, O Mighty-armed, his knowledge is steady whose  senses are completely restrained from sense-objects.",,,,
2.69,2,69,"That which is night to all beings, in that the self-controlled  man keeps awake; where all beings are awake, that is the night  for the Sage (MUNI) who sees.",,,,
2.70,2,70,"He attains Peace into whom all desires enter as waters enter  the ocean, which, filled from all sides, remains unmoved; but not  the ""desirer of desires.",,,,
2.71,2,71,"That man attains peace who, abandoning all desires, moves  about without longing, without the sense of 'l-ness' and 'my- ness.",,,,
3.2,3,2,"With this apparently perplexing speech you confuse, as it  were, my understanding; therefore, tell me that ""one"" way by  which, I, for certain, may attain the Highest.",,,,
3.4,3,4,Not by non-performance of actions does man reach  'actionlessness' ; nor by mere renunciation does he attain  'Perfection.,,,,
3.5,3,5,"Verily, none can ever remain, even for a moment, without  performing action; for, everyone is made to act helplessly,  indeed, by the qualities born of PRAKRITI.",,,,
3.6,3,6,"He who, restraining the organs-of-action, sits thinking in his  mind of the sense-objects, he, of deluded understanding, is called  a hypocrite.",,,,
3.7,3,7,"But, whosoever, controlling the senses by the mind, O  Arjuna, engages his organs-of-action in KARMA YOGA,  without attachment, he excels.",,,,
3.8,3,8,"You perform (your) bounden duty; for, action is superior to  inaction.",,,,
3.9,3,9,"The World is bound by action other than those performed 'for  the sake of sacrifice' ; do thou, therefore, O son of Kunti, perform  action of that sake (for YAJNA ) alone, free from all  attachments.",,,,
3.10,3,10,"The PRAJAPATI (the Creator) , having in the beginning (of  creation) created mankind, together with sacrifices, said, ""by  this shall you prosper; let this be the milch-cow of your desire ---  ""KAMADHUK"" (the mythological cow which yields all desired  objects) .",,,,
3.11,3,11,"With this, you do nourish the gods and may those DEVAS  nourish you; thus nourishing one another, you shall, attain the  Highest Good.",,,,
3.13,3,13,"The righteous, who eat the ""remnants of the sacrifices"" are  freed from all sins; but those sinful ones, who cook food (only)  for their own sake, verily eat but sin.",,,,
3.14,3,14,"From food come forth beings; from rain food is produced;  from sacrifice arises rain, and sacrifice is born of action.",,,,
3.15,3,15,Know you that action comes from BRAHMAJI (the creator)  and BRAHMAJI come from the Imperishable.,,,,
3.16,3,16,"He who does not follow here the wheel thus set revolving, is  of a sinful life, rejoicing in the senses.",,,,
3.17,3,17,"But the man who rejoices only in the Self, who is satisfied  with the Self, who is content in the Self alone, for Him verily  there is nothing (more) to be done.",,,,
3.18,3,18,"For him there is here no interest whatever in what is done,  or what is not done; nor does he depend upon any being for any  object.",,,,
3.19,3,19,"Therefore, always perform actions which should be done,  without attachment; for, by performing action without  attachment, man attains the Supreme.",,,,
3.20,3,20,Janaka and others attained Perfection verily by action only;  even with a view to protecting the masses you should perform  action.,,,,
3.21,3,21,"Whatever a great man does, that other men also do (imitate)  ; whatever he sets up as the standard, that the world (people)  follows.",,,,
3.23,3,23,"For, should I not ever engage Myself in action, without  relaxation, men would in every way follow My Path, O son of  Pritha.",,,,
3.24,3,24,"These worlds would perish if I did not perform action; I  would be the author of confusion of ""castes, "" and would destroy  these beings.",,,,
3.25,3,25,"As the ""ignorant"" men act from attachment to action, O  Bharata, so should the ""wise"" men act without attachment,  wishing the welfare of the world.",,,,
3.26,3,26,"Let no wise-man unsettle the minds of ignorant-people, who  are attached to action; he should engage them in all actions,  himself fulfilling them with devotion.",,,,
3.27,3,27,"All actions are performed, in all cases, merely by the  Qualities-in-Nature (GUNAS ) .",,,,
3.28,3,28,"But he --- who knows the Truth, O mighty-armed, about the  divisions of the qualities and (their) functions, and he who  knows that GUNAS -as-senses move amidst GUNAS -as- objects, is not attached.",,,,
3.29,3,29,"Those deluded by the qualities of nature, (GUNAS) , are  attached to the functions of the qualities.",,,,
3.30,3,30,"Renouncing all actions in Me, with the mind centered on the  Self, free from hope and egoism (ownership) , free from (mental)  fever, (you) do fight!   It has been clearly declared that the Divine opinion of the  Lord is that Arjuna should fight.",,,,
3.31,3,31,"Those men who constantly practise this teaching of Mine,  full of faith and without cavilling, they too are freed from  actions.",,,,
3.32,3,32,"But those who carp at My teaching and do not practice it,  deluded in all knowledge, and devoid of discrimination, know  them to be doomed to destruction.",,,,
3.33,3,33,"Even a wise man acts in accordance with his own nature;  beings will follow their own nature; what can restraint do?   Even the man-of-knowledge acts in conformity with his  own nature, which is determined by the pattern of  thoughts that arise in him.",,,,
3.34,3,34,Attachment and aversion for the objects of the senses abide  in the senses; let none come under their sway; for they are his  foes.,,,,
3.35,3,35,"Better is one's own 'duty' , though devoid of merit, than the  'duty' of another well discharged.",,,,
3.38,3,38,"As fire is enveloped by smoke, as a mirror by dust, as an  embryo by the womb, so this (wisdom) is enveloped by that  (desire or anger) .",,,,
3.39,3,39,"Enveloped, O Son of Kunti, is 'wisdom' by this constant  enemy of the wise in the form of 'desire, ' which is difficult to be  appeased, like fire.",,,,
3.40,3,40,"The senses, the mind, and the intellect are said to be its seat;  through these, it deludes the embodied by veiling his wisdom.",,,,
3.41,3,41,"Therefore, O best of the Bharatas, controlling first the  senses, kill this sinful thing, the destroyer of knowledge and  wisdom.",,,,
3.42,3,42,"They say that the senses are superior (to the body) ; superior  to the senses is the mind; superior to the mind is the intellect;  one who is even superior to the intellect is He, (the Atman ) .",,,,
3.72,3,72,"This is the BRAHMIC -state, O Son of Pritha.",,,,
4.2,4,2,"This knowledge, handed down thus in regular succession, the  royal sages knew.",,,,
4.3,4,3,"That same ancient ""YOGA"" has been to-day taught to you by  Me, for you are My devotee and My friend.",,,,
4.6,4,6,"Though I am unborn and am of imperishable nature, and  though I am the Lord of all beings, yet, ruling over My own  Nature, I take birth by My own MAYA.",,,,
4.7,4,7,"Whenever there is a decay of righteousness, O Bharata, and a  rise of unrighteousness, then I manifest Myself.",,,,
4.8,4,8,"For the protection of the good, for the destruction of the  wicked and for the establishment of rightenousness, I am born in  every age.",,,,
4.9,4,9,"He who thus knows, in true light, My divine birth and action,  having abandoned the body, he is not born again; he comes to  Me, O Arjuna.",,,,
4.10,4,10,"Freed from attachment, fear and anger, absorbed in Me,  taking refuge in Me, purified by the Fire-of-Knowledge, many  have attained My Being.",,,,
4.11,4,11,"It whatever way men approach Me, even so do I reward  them; My path do men tread in all ways, O son of Pritha.",,,,
4.12,4,12,"They who long for satisfaction from actions in this world,  make sacrifices to the gods; because satisfaction is quickly  obtained from actions in the world-of-objects.",,,,
4.13,4,13,The fourfold-caste has been created by Me according to the  differentiation of GUNA an d KARMA; though I am the  author thereof know Me as non-doer and immutable.,,,,
4.14,4,14,"Actions do not taint Me, nor have I any desire for the fruits- of-actions.",,,,
4.15,4,15,"Having known this, the ancient seekers-after-freedom also  performed action; therefore, you too perform action, as did the  ancients in the olden times.",,,,
4.16,4,16,"What is action? What is inaction? As to this even the  ""wise"" are deluded.",,,,
4.17,4,17,"For verily (the true nature) of ""right action"" should be  known; also (that) of ""forbidden (or unlawful) action"" and of  ""inaction"" ; imponderable is the nature (path) of action.",,,,
4.18,4,18,He who recognises inaction in action and action in inaction  is wise among men; he is a YOGI and a true performer of all  actions.,,,,
4.19,4,19,"Whose undertakings are all devoid of desires and purposes,  and whose actions have been burnt by the Fire-of-Knowledge,  him the ""wise"" call a Sage.",,,,
4.20,4,20,"Having abandoned attachment to the fruits-of-action, ever- content, depending on nothing, he does not do anything, though  engaged in actions.",,,,
4.21,4,21,"Without hope, with the mind and Self controlled, having  abandoned all possessions, doing mere bodily action, he incurs  no sin.",,,,
4.22,4,22,"Content with what comes to him without effort, free from the  pairs-of-opposites and envy, even-minded in success and failure,  though acting he is not bound.",,,,
4.23,4,23,"Of one who is devoid of attachment, who is liberated, whose  mind is established in knowledge, who acts for the sake of  sacrifice, all his actions are dissolved.",,,,
4.24,4,24,"BRAHMAN is the oblation; BRAHMAN is the clarified  butter, etc.",,,,
4.25,4,25,"Some YOGIS perform sacrifice to DEVAS alone (DEVA- YAJNA) ; while others offer ""sacrifice"" as sacrifice by the Self,  in the Fire of BRAHMAN (BRAHMA-YAJNA) .",,,,
4.26,4,26,Some again offer hearing and other senses as sacrifice in the  fires-of-restraint; others offer sound and other objects of sense as  sacrifice in the fires-of-the-senses.,,,,
4.27,4,27,"Others again sacrifice all the functions of the senses and the  functions of the breath (vital energy) in the fire of the YOGA of  self-restraint, kindled by knowledge.",,,,
4.28,4,28,"Others again offer wealth, austerity and YOGA as sacrifice,  while the ascetics of self-restraint and rigid vows offer study of  scriptures and knowledge as sacrifice.",,,,
4.29,4,29,"Others offer as sacrifice the out-going breath in the in- coming, and the in-coming in the out-going, restraining the  courses of the out-going and in-coming breaths, solely absorbed  in the restraint of breath.",,,,
4.30,4,30,"Others, with well-regulated diet, offer vital-airs in the Vital- Air.",,,,
4.31,4,31,The eaters of the nectar --- remnant of the sacrifice --- go to  the Eternal BRAHMAN.,,,,
4.32,4,32,"Thus innumerable sacrifices lie spread out before  BRAHMAN --- (literally at the mouth or face of BRAHMAN )  --- Know them all as born of action, and thus knowing, you shall  be liberated.",,,,
4.33,4,33,"Superior is ""knowledge-sacrifice"" to ""Sacrifice-with-objects,  "" O Parantapa.",,,,
4.34,4,34,"Know that by long prostration, by question, and service, the  ""wise"" who have realised the Truth will instruct you in (that)  'Knowledge.",,,,
4.35,4,35,"Knowing that, you shall not, O Pandava, again get deluded  like this; and by that, you shall see all beings in your Self, and  also in Me.",,,,
4.36,4,36,"Even if you are the most sinful of all sinners, yet you shall  verily cross all sins by the raft of 'Knowledge.",,,,
4.37,4,37,"As the blazing fire reduces fuel to ashes, O Arjuna, so does  the Fire-of-Knowledge reduce all actions to ashes.",,,,
4.38,4,38,"Certainly, there is no purifier in this world like 'Knowledge.",,,,
4.39,4,39,"The man who is full of faith, who is devoted to It, and who  has subdued the senses, obtains (this) 'Knowledge' ; and having  obtained 'Knowledge, ' ere long he goes to the Supreme Peace.",,,,
4.40,4,40,"The ignorant, the faithless, the doubting-self goes to  destruction; there is neither this world, nor the other, nor  happiness for the doubter.",,,,
4.41,4,41,"He who has renounced actions by YOGA, whose doubts are  rent asunder by 'Knowledge, ' who is self-possessed, actions do  not bind him, O Dhananjaya.",,,,
4.43,4,43,"Thus knowing Him, who is superior to intellect, and  restraining the self by the Self, slay you, O mighty-armed, the  enemy in the form of 'desire, ' no doubt hard indeed to conquer.",,,,
5.3,5,3,"He should be known as a perpetual SAMNYASI who neither  hates nor desires; for, free from the pairs-of-opposites, O  Mighty-armed, he is easily set free from bondage.",,,,
5.4,5,4,"Children, not the wise, speak of SANKHYA (Knowledge)  and YOGA (YOGA -of-action) as distinct; he who is truly  established even in one, obtains the fruits of both.",,,,
5.5,5,5,That place which is reached by the SANKHYAS (JNANIS)  is also reached by the YOGINS (KARMA-YOGINS) .,,,,
5.6,5,6,"But renunciation, O mighty-armed, is hard to attain without  YOGA; the YOGA -harmonised man of (steady) contemplation  quickly goes to BRAHMAN.",,,,
5.7,5,7,"He who is devoted to the Path-of-action, whose mind is quite  pure, who has conquered the self, who has subdued his senses,  who realises his Self as the Self in all beings, though acting, is  not tainted.",,,,
5.8,5,8,"""I do nothing at all, "" thus would the harmonised knower of  Truth think seeing, hearing, touching, smelling, eating, going,  sleeping, breathing,",,,,
5.9,5,9,"Speaking, letting go, seizing, opening and closing the eyes ---  convinced that the senses move among the sense-objects.",,,,
5.10,5,10,"He who does actions, offering them to BRAHMAN,  abandoning attachment, is not tainted by sin, just as a lotus leaf  remains unaffected by the water on it.",,,,
5.11,5,11,"YOGIS, having abandoned attachment, perform actions  merely by the body, mind, intellect and senses, for the  purification of the self (ego) .",,,,
5.12,5,12,"The united one (the well-poised or the harmonised) , having  abandoned the fruit of action, attains Eternal Peace; the non-  Holy Geeta by Swami Chinmayananda  361    united (the unsteady or the unbalanced) , impelled by desire and  attached to the fruit, is bound.",,,,
5.13,5,13,"Mentally renouncing all actions and fully self-controlled,  the ""embodied"" one rests happily in the nine-gate city, neither  acting nor causing others (body and senses) to act.",,,,
5.14,5,14,"Neither agency nor actions does the Lord create for the  world, nor union with the fruits of actions.",,,,
5.15,5,15,"The Lord takes neither the demerit not even the merit of any;  knowledge is enveloped by ignorance, thereby beings are  deluded.",,,,
5.16,5,16,"But to those whose ignorance is destroyed by the Knowledge  of the Self, like the sun, to them Knowledge reveals the Supreme  (BRAHMAN) .",,,,
5.17,5,17,"Intellect absorbed in that, their Self being That, established  in that, with That for their Supreme Goal, they go whence there  is no return, their sins dispelled by Knowledge.",,,,
5.18,5,18,"Sages look with an equal eye upon a BRAHMANA  endowed with learning and humility, on a cow, on an elephant,  and even on a dog and an outcaste.",,,,
5.19,5,19,"Even here (in this world) , birth (everything) is overcome by  those whose minds rest in equality; BRAHMAN is spotless  indeed and equal; therefore they are established in BRAHMAN.",,,,
5.20,5,20,"Resting in BRAHMAN, with steady intellect and  undeluded, the knower of BRAHMAN neither rejoices on  obtaining what is pleasant, nor grieves on obtaining what is  unpleasant.",,,,
5.21,5,21,"With the self unattached to external contacts, he finds  happiness in the Self; with the self engaged in the meditation of  BRAHMAN, he attains endless happiness.",,,,
5.22,5,22,"The enjoyments that are born of contacts are only generators  of pain, for they have a beginning and an end.",,,,
5.23,5,23,"He who is able, while still here (in this world) to withstand,  before the liberation from the body (death) , the impulse born out  of desire and anger, he is a YOGIN , he is a happy man.",,,,
5.24,5,24,"He who is happy within, who rejoices within, who is  illuminated within, that YOGI attains Absolute Freedom or  MOKSHA, himself becomin g BRAHMAN.",,,,
5.25,5,25,"Those RISHIS obtain Absolute Freedom or MOKSHA ---  whose sins have been destroyed, whose dualities are torn  asunder, who are self-controlled and intent on the welfare of all  beings.",,,,
5.26,5,26,"Absolute Freedom (or BRAHMIC Bliss) exists on all sides  for those self-controlled ascetics, who are free from desire and  anger, who have controlled their thoughts and who have realised  the Self.",,,,
5.27,5,27,"Shutting out (all) external contacts and fixing the gaze (as  though) between the eye-brows, equalising the outgoing and  incoming breath moving within the nostrils,",,,,
5.28,5,28,"With senses, mind and intellect (ever) controlled, having  liberation as his Supreme Goal, free from desire, fear and anger - -- the sage is verily liberated for ever.",,,,
5.42,5,42,"Therefore with the sword-of-Knowledge, cut asunder the  doubt-of-the-Self, born of 'ignorance, ' residing in your heart,  and take refuge in ""YOGA.",,,,
6.2,6,2,"O Pandava, please know YOGA to be that which they call  renunciation; no one verily becomes a YOGI who has not  renounced thoughts.",,,,
6.3,6,3,"For a MUNI or sage who ""wishes to attain to YOGA, ""  action is said to be the means; for the same sage who has  ""attained to YOGA, "" inaction (quiescence) is said to be the  means.",,,,
6.4,6,4,"When a man is not attached to sense-objects or to actions,  having renounced all thoughts, then he is said to have attained  to YOGA.",,,,
