Output File                                                        Name                                Type       FSH File                                   Lines
StructureDefinition-rarelink-phenotypic-feature.json               RareLinkPhenotypicFeature           Profile    ObservationPhenotypes_RareLink.fsh         4 - 42
StructureDefinition-recorded-sex-at-birth.json                     RecordedSexAtBirth                  Extension  Patient_RareLink.fsh                       52 - 60
StructureDefinition-resolution-date.json                           ResolutionDate                      Extension  ObservationPhenotypes_RareLink.fsh         53 - 59
StructureDefinition-temporal-pattern.json                          TemporalPattern                     Extension  ObservationPhenotypes_RareLink.fsh         60 - 69
StructureDefinition-vital-status.json                              VitalStatus                         Extension  Patient_RareLink.fsh                       86 - 91
ValueSet-age-at-diagnosis-vs.json                                  AgeAtDiagnosisVS                    ValueSet   Condition_RareLink.fsh                     61 - 68
ValueSet-age-at-onset-vs.json                                      AgeAtOnsetVS                        ValueSet   Condition_RareLink.fsh                     70 - 77
ValueSet-age-category-vs.json                                      AgeCategoryVS                       ValueSet   ObservationAgeCategory_RareLink.fsh        30 - 41
ValueSet-age-of-onset-vs.json                                      AgeOfOnsetVS                        ValueSet   ObservationPhenotypes_RareLink.fsh         126 - 139
ValueSet-agreement-to-be-contacted-vs.json                         AgreementToBeContactedVS            ValueSet   Consent_RareLink.fsh                       58 - 64
ValueSet-clinical-significance-vs.json                             ClinicalSignificanceVS              ValueSet   ObservationGeneticFindings_RareLink.fsh    240 - 249
ValueSet-consanguinity-vs.json                                     ConsanguinityVS                     ValueSet   FamilyHistory_RareLink.fsh                 64 - 71
ValueSet-consent-to-reuse-vs.json                                  ConsentToReuseVS                    ValueSet   Consent_RareLink.fsh                       50 - 56
ValueSet-dna-change-type-vs.json                                   DNAChangeTypeVS                     ValueSet   ObservationGeneticFindings_RareLink.fsh    227 - 237
ValueSet-encounter-class-vs.json                                   EncounterClassVS                    ValueSet   Encounter_RareLink.fsh                     26 - 37
ValueSet-family-relationship-vs.json                               FamilyRelationshipVS                ValueSet   FamilyHistory_RareLink.fsh                 73 - 88
ValueSet-family-sex-vs.json                                        FamilySexVS                         ValueSet   FamilyHistory_RareLink.fsh                 90 - 98
ValueSet-genomic-source-class-vs.json                              GenomicSourceClassVS                ValueSet   ObservationGeneticFindings_RareLink.fsh    213 - 224
ValueSet-karyotypic-sex-vs.json                                    KaryotypicSexVS                     ValueSet   ObservationKaryotypicSex_RareLink.fsh      27 - 41
ValueSet-level-of-evidence-vs.json                                 LevelOfEvidenceVS                   ValueSet   ObservationGeneticFindings_RareLink.fsh    252 - 262
ValueSet-phenotype-status-vs.json                                  PhenotypeStatusVS                   ValueSet   ObservationPhenotypes_RareLink.fsh         119 - 124
ValueSet-phenotypie-severity-vs.json                               PhenotypeSeverityVS                 ValueSet   ObservationPhenotypes_RareLink.fsh         154 - 162
ValueSet-propositus-vs.json                                        PropositusVS                        ValueSet   FamilyHistory_RareLink.fsh                 55 - 62
ValueSet-reference-genome-vs.json                                  ReferenceGenomeVS                   ValueSet   ObservationGeneticFindings_RareLink.fsh    189 - 197
ValueSet-severity-vs.json                                          SeverityVS                          ValueSet   Condition_RareLink.fsh                     53 - 59
ValueSet-sex-at-birth-vs.json                                      SexAtBirthVS                        ValueSet   Patient_RareLink.fsh                       93 - 101
ValueSet-structural-variant-method-vs.json                         StructuralVariantMethodVS           ValueSet   ObservationGeneticFindings_RareLink.fsh    173 - 186
ValueSet-temporal-pattern-vs.json                                  TemporalPatternVS                   ValueSet   ObservationPhenotypes_RareLink.fsh         141 - 152
ValueSet-undiagnosed-rd-case-vs.json                               UndiagnosedRDCaseVS                 ValueSet   ConditionUndiagnosed_RareLink.fsh          21 - 26
ValueSet-vital-status-vs.json                                      VitalStatusVS                       ValueSet   Patient_RareLink.fsh                       103 - 111
ValueSet-zygosity-vs.json                                          ZygosityVS                          ValueSet   ObservationGeneticFindings_RareLink.fsh    200 - 210
