id,En_id,gender,career,subcareer,star,camp,subcamp,origin,species,position,tag1,tag2,tag3,tag4,maxHP,atk,def,magicResistance,cost,blockCnt,baseAttackTime
嘉维尔,Gavial,女,医疗,医师,4,罗德岛,罗德岛,未公开,阿达克利斯,远程位,治疗,,,,1580,450,152,0,18,1,2.85
调香师,Perfumer,女,医疗,群愈师,4,罗德岛,罗德岛,米诺斯,沃尔珀,远程位,治疗,,,,1560,320,145,0,16,1,2.85
角峰,Matterhorn,男,重装,铁卫,4,谢拉格,喀兰贸易,谢拉格,丰蹄,近战位,防护,,,,3235,375,670,5,21,3,1.2
蛇屠箱,Cuora,女,重装,铁卫,4,哥伦比亚,哥伦比亚,未公开,匹特拉姆,近战位,防护,,,,3105,365,690,0,21,3,1.2
古米,Гум,女,重装,守护者,4,乌萨斯,乌萨斯学生自治团,乌萨斯,乌萨斯,近战位,防护,治疗,,,2550,435,562,10,20,3,1.2
深海色,Deepcolor,女,辅助,召唤师,4,阿戈尔,阿戈尔,未公开,未公开,远程位,召唤,,,,1050,403,125,15,10,1,1.6
地灵,Earthspirit,女,辅助,凝滞师,4,莱塔尼亚,莱塔尼亚,莱塔尼亚,卡普里尼,远程位,减速,,,,1205,480,101,20,14,1,1.9
阿消,Shaw,女,特种,推击手,4,炎,龙门,龙门,札拉克,近战位,位移,,,,1785,580,365,0,19,2,1.2
白面鸮,Ptilopsis,女,医疗,群愈师,5,哥伦比亚,莱茵生命,哥伦比亚,黎博利,远程位,治疗,支援,,,1610,335,150,0,17,1,2.85
凛冬,Зима,女,先锋,尖兵,5,乌萨斯,乌萨斯学生自治团,乌萨斯,乌萨斯,近战位,费用回复,支援,,,2150,470,350,0,13,2,1.05
德克萨斯,Texas,女,先锋,尖兵,5,炎,企鹅物流,哥伦比亚,鲁珀,近战位,费用回复,控场,,,1950,500,343,0,13,2,1.05
芙兰卡,Franka,女,近卫,无畏者,5,哥伦比亚,黑钢国际,哥伦比亚,沃尔珀,近战位,输出,生存,,,3768,936,235,0,18,1,1.5
因陀罗,Indra,女,近卫,斗士,5,维多利亚,格拉斯哥帮,不明,菲林,近战位,输出,生存,,,2565,530,350,0,10,1,0.78
拉普兰德,Lappland,女,近卫,领主,5,叙拉古,叙拉古,叙拉古,鲁珀,近战位,输出,削弱,,,2350,685,365,15,19,2,1.3
幽灵鲨,Specter,女,近卫,强攻手,5,阿戈尔,深海猎人,阿戈尔,未公开,近战位,群攻,生存,,,2630,725,355,0,23,3,1.2
蓝毒,Blue Poison,女,狙击,速射手,5,伊比利亚,伊比利亚,未公开,安努拉,远程位,输出,,,,1230,535,130,5,13,1,1
白金,Platinum,女,狙击,速射手,5,卡西米尔,卡西米尔,卡西米尔,库兰塔,远程位,输出,,,,1550,505,165,0,13,1,1
陨星,Meteorite,女,狙击,炮手,5,罗德岛,罗德岛,卡兹戴尔,萨卡兹,远程位,群攻,削弱,,,1505,865,116,0,28,1,2.8
天火,Skyfire,女,术师,扩散术师,5,维多利亚,维多利亚,维多利亚,菲林,远程位,群攻,控场,,,1620,784,122,20,33,1,2.9
梅尔,Mayer,女,辅助,召唤师,5,哥伦比亚,莱茵生命,哥伦比亚,阿纳缇,远程位,召唤,控场,,,1068,443,130,20,11,1,1.6
赫默,Silence,女,医疗,医师,5,哥伦比亚,莱茵生命,哥伦比亚,黎博利,远程位,治疗,,,,1595,482,142,0,19,1,2.85
华法琳,Warfarin,女,医疗,医师,5,罗德岛,罗德岛,卡兹戴尔,萨卡兹,远程位,治疗,支援,,,1520,505,125,0,19,1,2.85
临光,Nearl,女,重装,守护者,5,使徒,使徒,卡西米尔,库兰塔,近战位,防护,治疗,,,2780,462,575,10,21,3,1.2
红,Projekt Red,女,特种,处决者,5,罗德岛,S.W.E.E.P.,未公开,鲁珀,近战位,快速复活,控场,,,1505,530,302,0,9,1,0.93
雷蛇,Liskarm,女,重装,哨戒铁卫,5,哥伦比亚,黑钢国际,瓦伊凡,瓦伊凡,近战位,防护,输出,,,3240,425,710,0,22,3,1.2
可颂,Croissant,女,重装,铁卫,5,炎,企鹅物流,米诺斯,丰蹄,近战位,防护,位移,,,3520,380,710,0,22,3,1.2
火神,Vulcan,女,重装,不屈者,5,米诺斯,米诺斯,米诺斯,丰蹄,近战位,生存,防护,输出,,3688,820,585,10,35,3,1.6
普罗旺斯,Provence,女,狙击,重射手,5,叙拉古,叙拉古,叙拉古,鲁珀,远程位,输出,,,,1680,781,215,0,19,1,1.6
守林人,Firewatch,女,狙击,神射手,5,罗德岛,罗德岛,未公开,埃拉菲亚,远程位,输出,爆发,,,1450,1085,131,0,21,1,2.7
崖心,Cliffheart,女,特种,钩索师,5,谢拉格,喀兰贸易,谢拉格,菲林,近战位,位移,输出,,,1970,765,340,0,13,2,1.8
初雪,Pramanix,女,辅助,削弱者,5,谢拉格,喀兰贸易,谢拉格,菲林,远程位,削弱,,,,1605,430,102,25,12,1,1.6
真理,Истина,女,辅助,凝滞师,5,乌萨斯,乌萨斯学生自治团,乌萨斯,乌萨斯,远程位,减速,输出,,,1280,518,104,20,15,1,1.9
空,Sora,女,辅助,吟游者,5,炎,企鹅物流,未公开,未公开,远程位,治疗,支援,,,1356,335,238,0,7,1,1.3
狮蝎,Manticore,女,特种,伏击客,5,萨尔贡,萨尔贡,萨尔贡,曼提柯,近战位,输出,生存,,,1630,811,343,30,20,0,3.5
食铁兽,FEater,女,特种,推击手,5,炎,龙门,炎,乌萨斯,近战位,位移,减速,,,1845,640,382,0,20,2,1.2
伊芙利特,Ifrit,女,术师,轰击术师,6,哥伦比亚,莱茵生命,未公开,萨卡兹,远程位,群攻,削弱,,,1680,870,130,20,34,1,2.9
安洁莉娜,Angelina,女,辅助,凝滞师,6,叙拉古,叙拉古,叙拉古,沃尔珀,远程位,减速,输出,支援,,1385,542,120,25,16,1,1.9
暴行,Savage,女,近卫,强攻手,5,雷姆必拓,雷姆必拓,雷姆必拓,卡特斯,近战位,群攻,爆发,,,2430,705,320,0,22,3,1.2
空爆,Catapult,女,狙击,炮手,3,罗德岛,行动预备组A6,卡西米尔,库兰塔,远程位,群攻,,,,1150,617,85,0,23,1,2.8
月见夜,Midnight,男,近卫,领主,3,罗德岛,行动预备组A6,东国,萨卡兹,近战位,输出,,,,1653,497,282,10,16,2,1.3
猎蜂,Beehunter,女,近卫,斗士,4,乌萨斯,乌萨斯,乌萨斯,乌萨斯,近战位,输出,,,,2435,513,312,0,9,1,0.78
夜魔,Nightmare,女,术师,中坚术师,5,维多利亚,维多利亚,维多利亚,菲林,远程位,输出,治疗,减速,,1510,622,120,20,20,1,1.6
格拉尼,Grani,女,先锋,冲锋手,5,维多利亚,维多利亚,维多利亚,库兰塔,近战位,费用回复,防护,,,2235,552,367,0,14,1,1
斯卡蒂,Skadi,女,近卫,无畏者,6,阿戈尔,深海猎人,阿戈尔,未公开,近战位,输出,生存,,,3866,1015,263,0,19,1,1.5
泡普卡,Popukar,女,近卫,强攻手,3,罗德岛,行动预备组A6,雷姆必拓,卡特斯,近战位,群攻,生存,,,1858,495,245,0,19,2,1.2
斑点,Spot,男,重装,守护者,3,罗德岛,行动预备组A6,萨尔贡,瑞柏巴,近战位,防护,治疗,,,1833,320,442,10,17,3,1.2
格雷伊,Greyy,男,术师,扩散术师,4,玻利瓦尔,玻利瓦尔,玻利瓦尔,佩洛,远程位,群攻,减速,,,1537,699,130,20,32,1,2.9
诗怀雅,Swire,女,近卫,教官,5,炎,龙门近卫局,龙门,菲林,近战位,支援,输出,,,1914,656,413,0,16,2,1.05
苏苏洛,Sussurro,女,医疗,医师,4,罗德岛,罗德岛,叙拉古,沃尔珀,远程位,治疗,,,,1345,488,122,0,18,1,2.85
锡兰,Ceylon,女,医疗,疗养师,5,哥伦比亚,汐斯塔,汐斯塔,黎博利,远程位,治疗,,,,1455,468,126,10,22,1,2.85
格劳克斯,Glaucus,女,辅助,凝滞师,5,伊比利亚,伊比利亚,阿戈尔,未公开,远程位,减速,控场,,,1267,505,100,20,15,1,1.9
黑,Schwarz,女,狙击,重射手,6,哥伦比亚,汐斯塔,雷姆必拓,菲林,远程位,输出,,,,1833,840,225,0,20,1,1.6
桃金娘,Myrtle,女,先锋,执旗手,4,罗德岛,罗德岛,未公开,杜林,近战位,费用回复,治疗,,,1565,520,300,0,10,1,1.3
星极,Astesia,女,近卫,术战者,5,哥伦比亚,哥伦比亚,哥伦比亚,黎博利,近战位,输出,防护,,,2523,660,393,15,21,1,1.25
赫拉格,Hellagur,男,近卫,武者,6,乌萨斯,乌萨斯,乌萨斯,黎博利,近战位,输出,生存,,,3825,762,334,0,26,1,1.2
坚雷,Dur-nar,女,重装,驭法铁卫,4,罗德岛,罗德岛,哥伦比亚,沃尔珀,近战位,防护,输出,,,3007,583,548,15,24,3,1.6
红云,Vermeil,女,狙击,速射手,4,叙拉古,叙拉古,不明,沃尔珀,远程位,输出,,,,1230,485,162,0,12,1,1
炎客,Flamebringer,男,近卫,无畏者,5,罗德岛,罗德岛,卡兹戴尔,萨卡兹,近战位,输出,生存,,,3907,918,195,0,20,1,1.5
送葬人,Executor,男,狙击,散射手,5,拉特兰,拉特兰,拉特兰,萨科塔,远程位,群攻,,,,2330,720,185,0,31,1,2.3
麦哲伦,Magallan,女,辅助,召唤师,6,哥伦比亚,莱茵生命,哥伦比亚,黎博利,远程位,支援,减速,输出,,1103,469,140,20,12,1,1.6
伊桑,Ethan,男,特种,伏击客,4,罗德岛,罗德岛,未公开,萨弗拉,近战位,输出,控场,,,1530,742,337,30,19,0,3.5
微风,Breeze,女,医疗,群愈师,5,维多利亚,维多利亚,维多利亚,沃尔珀,远程位,治疗,支援,,,1595,343,153,0,17,1,2.85
梅,May,女,狙击,速射手,4,维多利亚,维多利亚,维多利亚,黎博利,远程位,减速,输出,,,1632,478,105,0,12,1,1
拜松,Bison,男,重装,铁卫,5,炎,龙门,龙门,丰蹄,近战位,防护,,,,3456,375,701,0,24,3,1.2
槐琥,Waai Fu,女,特种,处决者,5,炎,鲤氏侦探事务所,炎,菲林,近战位,快速复活,削弱,,,1455,536,304,0,9,1,0.93
莫斯提马,Mostima,女,术师,扩散术师,6,拉特兰,拉特兰,拉特兰,未公开,远程位,群攻,支援,控场,,1831,834,132,20,34,1,2.9
苇草,Reed,女,先锋,冲锋手,5,维多利亚,维多利亚,维多利亚,德拉克,近战位,费用回复,输出,,,2215,562,364,0,12,1,1
布洛卡,Broca,男,近卫,强攻手,5,叙拉古,贾维团伙,叙拉古,菲林,近战位,群攻,生存,,,2335,762,366,0,23,3,1.2
安比尔,Ambriel,女,狙击,神射手,4,拉特兰,拉特兰,拉特兰,萨科塔,远程位,输出,减速,,,1595,977,122,0,20,1,2.7
灰喉,GreyThroat,女,狙击,速射手,5,罗德岛,罗德岛,未公开,黎博利,远程位,输出,,,,1493,513,152,0,13,1,1
煌,Blaze,女,近卫,强攻手,6,罗德岛,精英干员,维多利亚,菲林,近战位,输出,生存,,,2821,765,370,0,24,3,1.2
雪雉,Snowsant,女,特种,钩索师,5,炎,龙门,龙门,黎博利,近战位,位移,减速,,,1835,745,355,0,15,2,1.8
吽,Hung,男,重装,守护者,5,炎,鲤氏侦探事务所,龙门,佩洛,近战位,防护,治疗,,,2823,442,585,10,21,3,1.2
阿,Aak,男,特种,怪杰,6,炎,鲤氏侦探事务所,龙门,菲林,远程位,支援,输出,,,2034,703,152,10,13,1,1.3
年,Nian,女,重装,铁卫,6,炎,岁,炎,未公开,近战位,防护,支援,,,3699,619,726,0,23,3,1.5
惊蛰,Leizi,女,术师,链术师,5,炎,炎,炎,麒麟,远程位,输出,,,,1443,635,119,20,32,1,2.3
刻俄柏,Ceobe,女,术师,中坚术师,6,罗德岛,罗德岛,玻利瓦尔,佩洛,远程位,输出,控场,,,1565,667,128,20,21,1,1.6
清流,Purestream,女,医疗,疗养师,4,炎,炎,炎,阿戈尔,远程位,治疗,支援,,,1365,454,118,10,19,1,2.85
宴,Utage,女,近卫,武者,4,东,东,东国,不明,近战位,输出,生存,,,3444,693,312,0,24,1,1.2
柏喙,Bibeak,女,近卫,剑豪,5,萨米,萨米,萨米,黎博利,近战位,爆发,输出,,,2550,602,332,0,22,2,1.3
慑砂,Sesa,男,狙击,炮手,5,萨尔贡,萨尔贡,萨尔贡,瓦伊凡,远程位,群攻,削弱,,,1655,833,123,0,28,1,2.8
风笛,Bagpipe,女,先锋,冲锋手,6,维多利亚,维多利亚,维多利亚,瓦伊凡,近战位,费用回复,输出,,,2484,586,382,0,13,1,1
断罪者,Conviction,断罪,近卫,无畏者,4,米诺斯,米诺斯,米诺斯,未知,近战位,输出,生存,控场,爆发,3483,929,166,0,16,1,1.5
刻刀,Cutter,女,近卫,剑豪,4,哥伦比亚,哥伦比亚,哥伦比亚,沃尔珀,近战位,爆发,输出,,,2320,571,325,0,21,2,1.3
铸铁,Sideroca,女,近卫,术战者,5,米诺斯,米诺斯,米诺斯,丰蹄,近战位,生存,输出,,,2845,620,369,15,23,1,1.25
巫恋,Shamare,女,辅助,削弱者,5,叙拉古,叙拉古,叙拉古,沃尔珀,远程位,削弱,,,,1728,408,105,25,12,1,1.6
傀影,Phantom,男,特种,处决者,6,维多利亚,维多利亚,维多利亚,菲林,近战位,快速复活,控场,输出,,1645,558,322,0,10,1,0.93
THRM-EX,Thermal-EX,男,特种,处决者,1,罗德岛,罗德岛,无信息,无信息,近战位,支援机械,爆发,,,1443,260,443,50,3,0,0.93
极境,Elysium,男,先锋,执旗手,5,罗德岛,罗德岛,伊比利亚,黎博利,近战位,费用回复,支援,,,1669,533,335,0,11,1,1.3
W,W,女,狙击,炮手,6,巴别塔,巴别塔,卡兹戴尔,萨卡兹,远程位,输出,控场,,,1605,912,133,0,29,1,2.8
石棉,Asbestos,女,重装,驭法铁卫,5,雷姆必拓,雷姆必拓,雷姆必拓,萨弗拉,近战位,防护,输出,,,3135,633,555,15,25,3,1.6
月禾,Tsukinogi,女,辅助,护佑者,5,东,东,东国,埃拉菲亚,远程位,支援,生存,,,1720,445,175,25,12,1,1.6
波登可,Podenco,女,辅助,凝滞师,4,罗德岛,罗德岛,玻利瓦尔,佩洛,远程位,减速,治疗,,,1163,492,96,20,14,1,1.9
苦艾,Absinthe,女,术师,中坚术师,5,乌萨斯,乌萨斯,乌萨斯,乌萨斯,远程位,输出,,,,1420,633,124,20,22,1,1.6
莱恩哈特,Leonhardt,男,术师,扩散术师,5,雷姆必拓,雷姆必拓,雷姆必拓,卡特斯,远程位,群攻,爆发,,,1637,773,120,20,33,1,2.9
早露,Роса,女,狙击,攻城手,6,乌萨斯,乌萨斯学生自治团,乌萨斯,乌萨斯,远程位,输出,控场,,,1755,1032,122,0,24,1,2.4
卡达,Click,女,术师,驭械术师,4,罗德岛,罗德岛,未公开,札拉克,远程位,输出,控场,,,1440,315,120,20,20,1,1.3
亚叶,Folinic,女,医疗,医师,5,罗德岛,罗德岛,乌萨斯,菲林,远程位,治疗,输出,,,1585,479,133,0,21,1,2.85
断崖,Ayerscarpe,男,近卫,领主,5,雷姆必拓,雷姆必拓,雷姆必拓,卡特斯,近战位,输出,群攻,,,2420,670,375,10,19,2,1.3
铃兰,Suzuran,女,辅助,凝滞师,6,叙拉古,叙拉古,东国,沃尔珀,远程位,减速,支援,输出,,1480,521,128,25,16,1,1.9
稀音,Scene,女,辅助,召唤师,5,萨尔贡,萨尔贡,萨尔贡,皮洛萨,远程位,召唤,支援,,,1105,432,155,20,11,1,1.6
蜜蜡,Beeswax,女,术师,阵法术师,5,萨尔贡,萨尔贡,萨尔贡,卡普里尼,远程位,群攻,防护,,,2005,735,205,15,23,1,2
贾维,Chiave,男,先锋,尖兵,5,叙拉古,贾维团伙,叙拉古,沃尔珀,近战位,费用回复,输出,,,1824,522,342,0,13,2,1.05
孑,Jaye,男,特种,行商,4,炎,龙门,龙门,乌萨斯,近战位,快速复活,输出,,,2284,674,378,0,7,1,1
安哲拉,Andreana,女,狙击,神射手,5,阿戈尔,深海猎人,伊比利亚,阿戈尔,远程位,输出,减速,,,1498,1070,128,0,21,1,2.7
棘刺,Thorns,男,近卫,领主,6,伊比利亚,伊比利亚,伊比利亚,阿戈尔,近战位,输出,防护,,,2612,711,402,10,20,2,1.3
酸糖,Aciddrop,女,狙击,重射手,4,哥伦比亚,哥伦比亚,哥伦比亚,黎博利,远程位,输出,,,,1576,735,209,0,18,1,1.6
特米米,Tomimi,女,术师,中坚术师,5,萨尔贡,萨尔贡,萨尔贡,阿达克利斯,远程位,输出,生存,,,1920,600,119,20,22,1,1.6
燧石,Flint,女,近卫,斗士,5,萨尔贡,萨尔贡,萨尔贡,黎博利,近战位,输出,,,,2495,545,334,0,10,1,0.78
森蚺,Eunectes,女,重装,决战者,6,萨尔贡,萨尔贡,萨尔贡,斐迪亚,近战位,输出,生存,防护,,4468,1007,615,0,33,1,1.6
芳汀,Arene,男,近卫,领主,4,拉特兰,拉特兰,拉特兰,萨科塔,近战位,输出,,,,2250,640,340,10,18,2,1.3
薄绿,Mint,女,术师,阵法术师,5,维多利亚,维多利亚,维多利亚,菲林,远程位,群攻,控场,,,1945,732,196,15,25,1,2
四月,April,女,狙击,速射手,5,雷姆必拓,雷姆必拓,雷姆必拓,卡特斯,远程位,输出,,,,1280,528,160,0,13,1,1
史尔特尔,Surtr,女,近卫,术战者,6,罗德岛,罗德岛,不明,萨卡兹,近战位,输出,,,,2916,672,414,15,21,1,1.25
泡泡,Bubble,女,重装,铁卫,4,萨尔贡,萨尔贡,萨尔贡,塞拉托,近战位,防护,,,,3416,370,645,0,21,3,1.2
鞭刃,Whislash,女,近卫,教官,5,卡西米尔,卡西米尔,卡西米尔,库兰塔,近战位,输出,支援,,,1932,645,420,0,18,2,1.05
奥斯塔,Aosta,男,狙击,散射手,5,叙拉古,贾维团伙,叙拉古,鲁珀,远程位,群攻,,,,2376,691,192,0,31,1,2.3
瑕光,Blemishine,女,重装,守护者,6,卡西米尔,卡西米尔,卡西米尔,库兰塔,近战位,防护,治疗,输出,,3242,491,581,10,22,3,1.2
杰克,Jackie,男,近卫,斗士,4,哥伦比亚,哥伦比亚,哥伦比亚,佩洛,近战位,输出,,,,2378,529,308,0,9,1,0.78
絮雨,Whisperain,女,医疗,疗养师,5,伊比利亚,伊比利亚,伊比利亚,阿戈尔,远程位,治疗,,,,1432,492,119,10,20,1,2.85
泥岩,Mudrock,女,重装,不屈者,6,罗德岛,罗德岛,卡兹戴尔,萨卡兹,近战位,生存,防护,输出,,3928,882,602,10,36,3,1.6
迷迭香,Rosmontis,女,狙击,投掷手,6,罗德岛,精英干员,哥伦比亚,菲林,远程位,输出,,,,1944,688,245,15,25,1,2.1
阿米娅(近卫),Amiya,女,近卫,术战者,5,罗德岛,罗德岛,雷姆必拓,卡特斯,近战位,输出,支援,,,2629,657,376,20,21,1,1.25
松果,Pinecone,女,狙击,散射手,4,哥伦比亚,哥伦比亚,哥伦比亚,黎博利,远程位,群攻,输出,,,2200,667,167,0,30,1,2.3
罗宾,Robin,女,特种,陷阱师,5,哥伦比亚,哥伦比亚,哥伦比亚,阿纳缇,远程位,召唤,位移,,,1442,513,166,0,13,1,0.85
卡夫卡,Kafka,女,特种,处决者,5,哥伦比亚,哥伦比亚,哥伦比亚,黎博利,近战位,快速复活,控场,,,1675,525,311,0,9,1,0.93
山,Mountain,男,近卫,斗士,6,哥伦比亚,哥伦比亚,哥伦比亚,菲林,近战位,输出,生存,,,2745,587,357,0,11,1,0.78
豆苗,Beanstalk,女,先锋,战术家,4,哥伦比亚,哥伦比亚,哥伦比亚,瑞柏巴,远程位,费用回复,召唤,,,1569,405,125,0,13,1,1
爱丽丝,Iris,女,术师,秘术师,5,维多利亚,维多利亚,维多利亚,菲林,远程位,输出,,,,1535,1259,125,20,24,1,3
空弦,Archetto,女,狙击,速射手,6,拉特兰,拉特兰,拉特兰,黎博利,远程位,输出,,,,1705,528,172,0,14,1,1
图耶,Tuye,女,医疗,医师,5,萨尔贡,萨尔贡,萨尔贡,丰蹄,远程位,治疗,,,,1550,493,135,0,21,1,2.85
炎狱炎熔,Lava the Purgatory,女,术师,扩散术师,5,罗德岛,罗德岛,维多利亚,萨卡兹,远程位,输出,,,,1543,798,115,20,35,1,2.9
乌有,Mr.Nothing,男,特种,行商,5,炎,炎,炎,黎博利,近战位,快速复活,输出,,,2398,725,396,0,8,1,1
嵯峨,Saga,女,先锋,尖兵,6,东,东,东国,佩洛,近战位,费用回复,输出,,,2205,530,372,0,14,2,1.05
